1.5e-06     1.6    -100000      32044
1.8e-06     1.4    -100000      45110
1.6e-06     1.7    -100000     112428
4.2e-06     1.4    -100000     147015
1.6e-06     1.6    -100000     215214
1.5e-06     1.7    -100000     272833
1.9e-06     1.4    -100000     284071
2.3e-06     1.4    -100000     302901
1.1e-04     1.4    -100000     329548
1.8e-06     1.4    -100000     400562
7.7e-06     1.3    -100000     441402
1.6e-06     1.5    -100000     473886
1.6e-06     1.6    -100000     507808
5.7e-06     1.4    -100000     585493
3.6e-06     1.4    -100000     594271
1.6e-06     1.6    -100000     596095
1.6e-06     1.5    -100000     749393
1.5e-06     1.7    -100000     751265
1.7e-06     1.5    -100000     758994
3.3e-06     1.4    -100000     771976
1.5e-06     1.6    -100000     804548
3.2e-06     1.4    -100000     875711
1.7e-06     1.5    -100000     890853
1.6e-06     1.6    -100000     898140
1.6e-06     1.5    -100000     954124
2.9e-06     1.4    -100000     965683
2.9e-06     1.4    -100000    1014024
3.0e-06     1.4    -100000    1034467
2.6e-06     1.4    -100000    1091657
2.3e-06     1.4    -100000    1101242
1.8e-06     1.4    -100000    1107349
2.3e-06     1.4    -100000    1155101
1.5e-06     1.7    -100000    1183554
2.6e-06     1.4    -100000    1198307
1.7e-06     1.5    -100000    1225537
1.7e-06     1.4    -100000    1232895
3.3e-06     1.4    -100000    1234206
2.0e-06     1.4    -100000    1255919
2.8e-06     1.4    -100000    1276078
1.9e-06     1.4    -100000    1298523
4.0e-06     1.4    -100000    1348573
1.6e-06     1.6    -100000    1365313
5.1e-06     1.4    -100000    1539846
1.2e-05     1.4    -100000    1568146
2.3e-06     1.4    -100000    1630320
5.0e-06     1.4    -100000    1675220
1.6e-06     1.4    -100000    1790684
1.5e-06     1.6    -100000    1800806
1.7e-06     1.4    -100000    1856213
1.5e-06     1.7    -100000    1879210
5.8e-06     1.4    -100000    1888999
1.8e-06     1.4    -100000    1959057
1.8e-05     1.4    -100000    1979766
1.8e-06     1.4    -100000    1993546
2.6e-06     1.4    -100000    2005522
3.1e-06     1.4    -100000    2048890
1.8e-06     1.4    -100000    2135457
1.6e-06     1.6    -100000    2334439
5.6e-06     1.4    -100000    2345510
1.6e-06     1.4    -100000    2430717
1.7e-06     1.4    -100000    2445714
1.9e-06     1.4    -100000    2452015
1.8e-06     1.4    -100000    2454166
1.5e-06     1.6    -100000    2473355
1.9e-06     1.4    -100000    2494205
1.9e-06     1.4    -100000    2603609
2.8e-06     1.4    -100000    2677620
1.6e-06     1.7    -100000    2694102
2.9e-06     1.4    -100000    2698161
2.7e-06     1.4    -100000    2829412
1.6e-06     1.5    -100000    2838688
1.5e-06     1.7    -100000    2914941
1.6e-06     1.6    -100000    3034731
1.7e-06     1.4    -100000    3063982
3.0e-06     1.4    -100000    3064729
3.8e-06     1.4    -100000    3071894
3.2e-06     1.4    -100000    3073792
1.5e-06     1.6    -100000    3190243
1.7e-06     1.5    -100000    3226141
1.8e-06     1.4    -100000    3327698
1.6e-06     1.6    -100000    3381372
2.4e-05     1.3    -100000    3410974
1.7e-06     1.4    -100000    3412592
2.4e-06     1.4    -100000    3454511
1.8e-06     1.4    -100000    3477391
1.7e-06     1.5    -100000    3553025
1.5e-06     1.7    -100000    3630775
1.6e-06     1.4    -100000    3636409
4.0e-06     1.4    -100000    3671881
2.6e-06     1.4    -100000    3746920
1.5e-06     1.7    -100000    3808619
1.6e-06     1.5    -100000    3813988
1.6e-06     1.5    -100000    3857135
1.7e-06     1.5    -100000    3864679
1.7e-06     1.5    -100000    3873503
3.0e-06     1.4    -100000    3912096
1.6e-06     1.6    -100000    3923887
1.7e-06     1.5    -100000    3955594
1.6e-06     1.5    -100000    3956970
3.0e-06     1.4    -100000    4001300
4.8e-06     1.4    -100000    4019200
1.7e-06     1.4    -100000    4113444
3.0e-06     1.4    -100000    4242807
8.1e-06     1.4    -100000    4255400
