,Alive,BH_ratio,Dead,Trans
0,170,0.0,149,181
1,181,0.05,131,188
2,189,0.1,129,182
3,208,0.15000000000000002,126,166
4,231,0.2,117,152
5,244,0.25,100,156
6,228,0.30000000000000004,126,146
7,261,0.35000000000000003,94,145
8,284,0.4,84,132
9,282,0.45,99,119
10,323,0.5,79,98
11,348,0.55,72,80
12,364,0.6000000000000001,62,74
13,371,0.65,39,90
14,360,0.7000000000000001,55,85
15,405,0.75,34,61
16,416,0.8,25,59
17,430,0.8500000000000001,19,51
18,429,0.9,17,54
19,452,0.9500000000000001,13,35
20,470,1.0,9,21
21,147,0.0,131,222
22,156,0.05,142,202
23,177,0.1,137,186
24,193,0.15000000000000002,133,174
25,218,0.2,108,174
26,262,0.25,93,145
27,263,0.30000000000000004,110,127
28,259,0.35000000000000003,99,142
29,306,0.4,79,115
30,301,0.45,89,110
31,318,0.5,74,108
32,329,0.55,60,111
33,341,0.6000000000000001,70,89
34,388,0.65,41,71
35,369,0.7000000000000001,38,93
36,390,0.75,52,58
37,408,0.8,30,62
38,419,0.8500000000000001,36,45
39,433,0.9,23,44
40,441,0.9500000000000001,15,44
41,481,1.0,2,17
42,155,0.0,139,206
43,162,0.05,132,206
44,198,0.1,122,180
45,212,0.15000000000000002,103,185
46,223,0.2,107,170
47,241,0.25,101,158
48,235,0.30000000000000004,117,148
49,257,0.35000000000000003,103,140
50,298,0.4,92,110
51,311,0.45,60,129
52,321,0.5,75,104
53,337,0.55,62,101
54,343,0.6000000000000001,65,92
55,361,0.65,60,79
56,395,0.7000000000000001,43,62
57,396,0.75,38,66
58,399,0.8,39,62
59,430,0.8500000000000001,22,48
60,451,0.9,10,39
61,445,0.9500000000000001,18,37
62,476,1.0,3,21
63,160,0.0,137,203
64,189,0.05,114,197
65,214,0.1,128,158
66,213,0.15000000000000002,110,177
67,250,0.2,104,146
68,253,0.25,98,149
69,254,0.30000000000000004,95,151
70,269,0.35000000000000003,77,154
71,302,0.4,85,113
72,291,0.45,78,131
73,308,0.5,80,112
74,347,0.55,61,92
75,363,0.6000000000000001,64,73
76,371,0.65,51,78
77,360,0.7000000000000001,65,75
78,404,0.75,39,57
79,419,0.8,31,50
80,428,0.8500000000000001,23,49
81,434,0.9,20,46
82,461,0.9500000000000001,16,23
83,468,1.0,3,29
84,172,0.0,141,187
85,172,0.05,114,214
86,194,0.1,129,177
87,202,0.15000000000000002,129,169
88,249,0.2,108,143
89,248,0.25,98,154
90,263,0.30000000000000004,91,146
91,269,0.35000000000000003,84,147
92,306,0.4,63,131
93,296,0.45,102,102
94,324,0.5,56,120
95,328,0.55,69,103
96,343,0.6000000000000001,60,97
97,361,0.65,52,87
98,377,0.7000000000000001,49,74
99,400,0.75,44,56
100,407,0.8,34,59
101,423,0.8500000000000001,32,45
102,452,0.9,18,30
103,453,0.9500000000000001,12,35
104,480,1.0,5,15
105,168,0.0,155,177
106,187,0.05,126,187
107,190,0.1,133,177
108,228,0.15000000000000002,114,158
109,207,0.2,114,179
110,240,0.25,120,140
111,254,0.30000000000000004,112,134
112,270,0.35000000000000003,81,149
113,289,0.4,92,119
114,309,0.45,68,123
115,319,0.5,81,100
116,332,0.55,67,101
117,348,0.6000000000000001,64,88
118,364,0.65,52,84
119,373,0.7000000000000001,46,81
120,398,0.75,45,57
121,396,0.8,37,67
122,446,0.8500000000000001,20,34
123,446,0.9,19,35
124,465,0.9500000000000001,12,23
125,469,1.0,4,27
126,180,0.0,126,194
127,176,0.05,144,180
128,195,0.1,119,186
129,192,0.15000000000000002,120,188
130,230,0.2,112,158
131,241,0.25,119,140
132,250,0.30000000000000004,112,138
133,263,0.35000000000000003,93,144
134,272,0.4,84,144
135,310,0.45,74,116
136,314,0.5,73,113
137,341,0.55,74,85
138,350,0.6000000000000001,67,83
139,368,0.65,44,88
140,382,0.7000000000000001,48,70
141,398,0.75,36,66
142,406,0.8,31,63
143,423,0.8500000000000001,34,43
144,446,0.9,24,30
145,453,0.9500000000000001,13,34
146,466,1.0,7,27
147,176,0.0,129,195
148,173,0.05,133,194
149,201,0.1,119,180
150,222,0.15000000000000002,117,161
151,248,0.2,115,137
152,266,0.25,77,157
153,256,0.30000000000000004,90,154
154,265,0.35000000000000003,100,135
155,299,0.4,77,124
156,290,0.45,71,139
157,328,0.5,74,98
158,335,0.55,63,102
159,356,0.6000000000000001,58,86
160,359,0.65,67,74
161,352,0.7000000000000001,53,95
162,392,0.75,37,71
163,416,0.8,34,50
164,421,0.8500000000000001,28,51
165,443,0.9,21,36
166,458,0.9500000000000001,9,33
167,463,1.0,6,31
168,157,0.0,151,192
169,172,0.05,128,200
170,206,0.1,122,172
171,218,0.15000000000000002,112,170
172,225,0.2,112,163
173,249,0.25,111,140
174,274,0.30000000000000004,80,146
175,273,0.35000000000000003,95,132
176,303,0.4,81,116
177,294,0.45,84,122
178,322,0.5,78,100
179,333,0.55,58,109
180,347,0.6000000000000001,68,85
181,369,0.65,50,81
182,391,0.7000000000000001,48,61
183,403,0.75,36,61
184,412,0.8,26,62
185,431,0.8500000000000001,24,45
186,446,0.9,21,33
187,453,0.9500000000000001,11,36
188,470,1.0,13,17
189,170,0.0,149,181
190,181,0.05,131,188
191,189,0.1,129,182
192,208,0.15000000000000002,126,166
193,231,0.2,117,152
194,244,0.25,100,156
195,228,0.30000000000000004,126,146
196,261,0.35000000000000003,94,145
197,284,0.4,84,132
198,282,0.45,99,119
199,323,0.5,79,98
200,348,0.55,72,80
201,364,0.6000000000000001,62,74
202,371,0.65,39,90
203,360,0.7000000000000001,55,85
204,405,0.75,34,61
205,416,0.8,25,59
206,430,0.8500000000000001,19,51
207,429,0.9,17,54
208,452,0.9500000000000001,13,35
209,470,1.0,9,21
210,147,0.0,131,222
211,156,0.05,142,202
212,177,0.1,137,186
213,193,0.15000000000000002,133,174
214,218,0.2,108,174
215,262,0.25,93,145
216,263,0.30000000000000004,110,127
217,259,0.35000000000000003,99,142
218,306,0.4,79,115
219,301,0.45,89,110
220,318,0.5,74,108
221,329,0.55,60,111
222,341,0.6000000000000001,70,89
223,388,0.65,41,71
224,369,0.7000000000000001,38,93
225,390,0.75,52,58
226,408,0.8,30,62
227,419,0.8500000000000001,36,45
228,433,0.9,23,44
229,441,0.9500000000000001,15,44
230,481,1.0,2,17
231,155,0.0,139,206
232,162,0.05,132,206
233,198,0.1,122,180
234,212,0.15000000000000002,103,185
235,223,0.2,107,170
236,241,0.25,101,158
237,235,0.30000000000000004,117,148
238,257,0.35000000000000003,103,140
239,298,0.4,92,110
240,311,0.45,60,129
241,321,0.5,75,104
242,337,0.55,62,101
243,343,0.6000000000000001,65,92
244,361,0.65,60,79
245,395,0.7000000000000001,43,62
246,396,0.75,38,66
247,399,0.8,39,62
248,430,0.8500000000000001,22,48
249,451,0.9,10,39
250,445,0.9500000000000001,18,37
251,476,1.0,3,21
252,160,0.0,137,203
253,189,0.05,114,197
254,214,0.1,128,158
255,213,0.15000000000000002,110,177
256,250,0.2,104,146
257,253,0.25,98,149
258,254,0.30000000000000004,95,151
259,269,0.35000000000000003,77,154
260,302,0.4,85,113
261,291,0.45,78,131
262,308,0.5,80,112
263,347,0.55,61,92
264,363,0.6000000000000001,64,73
265,371,0.65,51,78
266,360,0.7000000000000001,65,75
267,404,0.75,39,57
268,419,0.8,31,50
269,428,0.8500000000000001,23,49
270,434,0.9,20,46
271,461,0.9500000000000001,16,23
272,468,1.0,3,29
273,172,0.0,141,187
274,172,0.05,114,214
275,194,0.1,129,177
276,202,0.15000000000000002,129,169
277,249,0.2,108,143
278,248,0.25,98,154
279,263,0.30000000000000004,91,146
280,269,0.35000000000000003,84,147
281,306,0.4,63,131
282,296,0.45,102,102
283,324,0.5,56,120
284,328,0.55,69,103
285,343,0.6000000000000001,60,97
286,361,0.65,52,87
287,377,0.7000000000000001,49,74
288,400,0.75,44,56
289,407,0.8,34,59
290,423,0.8500000000000001,32,45
291,452,0.9,18,30
292,453,0.9500000000000001,12,35
293,480,1.0,5,15
294,168,0.0,155,177
295,187,0.05,126,187
296,190,0.1,133,177
297,228,0.15000000000000002,114,158
298,207,0.2,114,179
299,240,0.25,120,140
300,254,0.30000000000000004,112,134
301,270,0.35000000000000003,81,149
302,289,0.4,92,119
303,309,0.45,68,123
304,319,0.5,81,100
305,332,0.55,67,101
306,348,0.6000000000000001,64,88
307,364,0.65,52,84
308,373,0.7000000000000001,46,81
309,398,0.75,45,57
310,396,0.8,37,67
311,446,0.8500000000000001,20,34
312,446,0.9,19,35
313,465,0.9500000000000001,12,23
314,469,1.0,4,27
315,180,0.0,126,194
316,176,0.05,144,180
317,195,0.1,119,186
318,192,0.15000000000000002,120,188
319,230,0.2,112,158
320,241,0.25,119,140
321,250,0.30000000000000004,112,138
322,263,0.35000000000000003,93,144
323,272,0.4,84,144
324,310,0.45,74,116
325,314,0.5,73,113
326,341,0.55,74,85
327,350,0.6000000000000001,67,83
328,368,0.65,44,88
329,382,0.7000000000000001,48,70
330,398,0.75,36,66
331,406,0.8,31,63
332,423,0.8500000000000001,34,43
333,446,0.9,24,30
334,453,0.9500000000000001,13,34
335,466,1.0,7,27
336,176,0.0,129,195
337,173,0.05,133,194
338,201,0.1,119,180
339,222,0.15000000000000002,117,161
340,248,0.2,115,137
341,266,0.25,77,157
342,256,0.30000000000000004,90,154
343,265,0.35000000000000003,100,135
344,299,0.4,77,124
345,290,0.45,71,139
346,328,0.5,74,98
347,335,0.55,63,102
348,356,0.6000000000000001,58,86
349,359,0.65,67,74
350,352,0.7000000000000001,53,95
351,392,0.75,37,71
352,416,0.8,34,50
353,421,0.8500000000000001,28,51
354,443,0.9,21,36
355,458,0.9500000000000001,9,33
356,463,1.0,6,31
357,157,0.0,151,192
358,172,0.05,128,200
359,206,0.1,122,172
360,218,0.15000000000000002,112,170
361,225,0.2,112,163
362,249,0.25,111,140
363,274,0.30000000000000004,80,146
364,273,0.35000000000000003,95,132
365,303,0.4,81,116
366,294,0.45,84,122
367,322,0.5,78,100
368,333,0.55,58,109
369,347,0.6000000000000001,68,85
370,369,0.65,50,81
371,391,0.7000000000000001,48,61
372,403,0.75,36,61
373,412,0.8,26,62
374,431,0.8500000000000001,24,45
375,446,0.9,21,33
376,453,0.9500000000000001,11,36
377,470,1.0,13,17
378,170,0.0,149,181
379,181,0.05,131,188
380,189,0.1,129,182
381,208,0.15000000000000002,126,166
382,231,0.2,117,152
383,244,0.25,100,156
384,228,0.30000000000000004,126,146
385,261,0.35000000000000003,94,145
386,284,0.4,84,132
387,282,0.45,99,119
388,323,0.5,79,98
389,348,0.55,72,80
390,364,0.6000000000000001,62,74
391,371,0.65,39,90
392,360,0.7000000000000001,55,85
393,405,0.75,34,61
394,416,0.8,25,59
395,430,0.8500000000000001,19,51
396,429,0.9,17,54
397,452,0.9500000000000001,13,35
398,470,1.0,9,21
399,147,0.0,131,222
400,156,0.05,142,202
401,177,0.1,137,186
402,193,0.15000000000000002,133,174
403,218,0.2,108,174
404,262,0.25,93,145
405,263,0.30000000000000004,110,127
406,259,0.35000000000000003,99,142
407,306,0.4,79,115
408,301,0.45,89,110
