,Alive,BH_ratio,Dead,Trans
0,168,0.0,135,197
1,184,0.05,142,174
2,198,0.1,125,177
3,232,0.15000000000000002,120,148
4,214,0.2,127,159
5,244,0.25,101,155
6,243,0.30000000000000004,101,156
7,272,0.35000000000000003,99,129
8,284,0.4,85,131
9,306,0.45,77,117
10,313,0.5,80,107
11,350,0.55,65,85
12,335,0.6000000000000001,73,92
13,360,0.65,60,80
14,382,0.7000000000000001,50,68
15,386,0.75,47,67
16,403,0.8,35,62
17,427,0.8500000000000001,27,46
18,441,0.9,21,38
19,455,0.9500000000000001,14,31
20,472,1.0,7,21
21,167,0.0,150,183
22,184,0.05,126,190
23,201,0.1,108,191
24,212,0.15000000000000002,118,170
25,212,0.2,128,160
26,246,0.25,95,159
27,257,0.30000000000000004,98,145
28,277,0.35000000000000003,96,127
29,286,0.4,79,135
30,313,0.45,81,106
31,323,0.5,73,104
32,331,0.55,70,99
33,360,0.6000000000000001,54,86
34,339,0.65,60,101
35,389,0.7000000000000001,40,71
36,403,0.75,39,58
37,409,0.8,31,60
38,424,0.8500000000000001,26,50
39,448,0.9,20,32
40,454,0.9500000000000001,11,35
41,466,1.0,6,28
42,156,0.0,144,200
43,167,0.05,138,195
44,196,0.1,118,186
45,204,0.15000000000000002,103,193
46,216,0.2,105,179
47,232,0.25,113,155
48,254,0.30000000000000004,98,148
49,244,0.35000000000000003,101,155
50,295,0.4,80,125
51,299,0.45,73,128
52,316,0.5,73,111
53,335,0.55,70,95
54,346,0.6000000000000001,60,94
55,350,0.65,56,94
56,391,0.7000000000000001,36,73
57,406,0.75,37,57
58,417,0.8,24,59
59,421,0.8500000000000001,34,45
60,444,0.9,17,39
61,447,0.9500000000000001,20,33
62,474,1.0,5,21
63,165,0.0,152,183
64,166,0.05,144,190
65,188,0.1,126,186
66,219,0.15000000000000002,116,165
67,230,0.2,122,148
68,244,0.25,118,138
69,238,0.30000000000000004,91,171
70,266,0.35000000000000003,89,145
71,285,0.4,93,122
72,298,0.45,95,107
73,325,0.5,65,110
74,340,0.55,72,88
75,360,0.6000000000000001,53,87
76,376,0.65,52,72
77,385,0.7000000000000001,38,77
78,411,0.75,33,56
79,398,0.8,44,58
80,430,0.8500000000000001,25,45
81,437,0.9,22,41
82,456,0.9500000000000001,14,30
83,468,1.0,7,25
84,160,0.0,122,218
85,189,0.05,128,183
86,198,0.1,117,185
87,206,0.15000000000000002,122,172
88,251,0.2,102,147
89,225,0.25,112,163
90,263,0.30000000000000004,100,137
91,284,0.35000000000000003,84,132
92,281,0.4,96,123
93,309,0.45,85,106
94,341,0.5,50,109
95,348,0.55,57,95
96,321,0.6000000000000001,64,115
97,363,0.65,53,84
98,362,0.7000000000000001,45,93
99,416,0.75,33,51
100,419,0.8,26,55
101,427,0.8500000000000001,24,49
102,446,0.9,17,37
103,456,0.9500000000000001,11,33
104,466,1.0,7,27
105,164,0.0,149,187
106,169,0.05,130,201
107,212,0.1,126,162
108,205,0.15000000000000002,126,169
109,227,0.2,107,166
110,245,0.25,104,151
111,273,0.30000000000000004,88,139
112,306,0.35000000000000003,73,121
113,285,0.4,83,132
114,294,0.45,82,124
115,333,0.5,55,112
116,353,0.55,62,85
117,358,0.6000000000000001,53,89
118,354,0.65,63,83
119,389,0.7000000000000001,36,75
120,400,0.75,39,61
121,416,0.8,30,54
122,430,0.8500000000000001,20,50
123,450,0.9,22,28
124,472,0.9500000000000001,8,20
125,464,1.0,10,26
126,150,0.0,150,200
127,182,0.05,127,191
128,196,0.1,120,184
129,198,0.15000000000000002,119,183
130,250,0.2,91,159
131,237,0.25,94,169
132,274,0.30000000000000004,93,133
133,277,0.35000000000000003,97,126
134,289,0.4,84,127
135,314,0.45,74,112
136,311,0.5,84,105
137,328,0.55,70,102
138,343,0.6000000000000001,56,101
139,354,0.65,53,93
140,373,0.7000000000000001,50,77
141,383,0.75,49,68
142,409,0.8,30,61
143,425,0.8500000000000001,28,47
144,449,0.9,15,36
145,436,0.9500000000000001,13,51
146,479,1.0,3,18
147,173,0.0,130,197
148,182,0.05,146,172
149,218,0.1,109,173
150,212,0.15000000000000002,123,165
151,222,0.2,101,177
152,269,0.25,102,129
153,243,0.30000000000000004,98,159
154,267,0.35000000000000003,93,140
155,306,0.4,73,121
156,314,0.45,71,115
157,314,0.5,63,123
158,327,0.55,78,95
159,364,0.6000000000000001,48,88
160,371,0.65,53,76
161,384,0.7000000000000001,44,72
162,392,0.75,39,69
163,417,0.8,38,45
164,419,0.8500000000000001,27,54
165,449,0.9,14,37
166,445,0.9500000000000001,22,33
167,469,1.0,7,24
168,167,0.0,124,209
169,156,0.05,137,207
170,211,0.1,123,166
171,217,0.15000000000000002,113,170
172,237,0.2,110,153
173,236,0.25,92,172
174,264,0.30000000000000004,94,142
175,266,0.35000000000000003,93,141
176,298,0.4,86,116
177,305,0.45,75,120
178,298,0.5,80,122
179,333,0.55,61,106
180,361,0.6000000000000001,56,83
181,357,0.65,60,83
182,372,0.7000000000000001,46,82
183,396,0.75,36,68
184,419,0.8,29,52
185,424,0.8500000000000001,27,49
186,438,0.9,21,41
187,456,0.9500000000000001,15,29
188,466,1.0,6,28
189,168,0.0,135,197
190,184,0.05,142,174
191,198,0.1,125,177
192,232,0.15000000000000002,120,148
193,214,0.2,127,159
194,244,0.25,101,155
195,243,0.30000000000000004,101,156
196,272,0.35000000000000003,99,129
197,284,0.4,85,131
198,306,0.45,77,117
199,313,0.5,80,107
200,350,0.55,65,85
201,335,0.6000000000000001,73,92
202,360,0.65,60,80
203,382,0.7000000000000001,50,68
204,386,0.75,47,67
205,403,0.8,35,62
206,427,0.8500000000000001,27,46
207,441,0.9,21,38
208,455,0.9500000000000001,14,31
209,472,1.0,7,21
210,167,0.0,150,183
211,184,0.05,126,190
212,201,0.1,108,191
213,212,0.15000000000000002,118,170
214,212,0.2,128,160
215,246,0.25,95,159
216,257,0.30000000000000004,98,145
217,277,0.35000000000000003,96,127
218,286,0.4,79,135
219,313,0.45,81,106
220,323,0.5,73,104
221,331,0.55,70,99
222,360,0.6000000000000001,54,86
223,339,0.65,60,101
224,389,0.7000000000000001,40,71
225,403,0.75,39,58
226,409,0.8,31,60
227,424,0.8500000000000001,26,50
228,448,0.9,20,32
229,454,0.9500000000000001,11,35
230,466,1.0,6,28
231,156,0.0,144,200
232,167,0.05,138,195
233,196,0.1,118,186
234,204,0.15000000000000002,103,193
235,216,0.2,105,179
236,232,0.25,113,155
237,254,0.30000000000000004,98,148
238,244,0.35000000000000003,101,155
239,295,0.4,80,125
240,299,0.45,73,128
241,316,0.5,73,111
242,335,0.55,70,95
243,346,0.6000000000000001,60,94
244,350,0.65,56,94
245,391,0.7000000000000001,36,73
246,406,0.75,37,57
247,417,0.8,24,59
248,421,0.8500000000000001,34,45
249,444,0.9,17,39
250,447,0.9500000000000001,20,33
251,474,1.0,5,21
252,165,0.0,152,183
253,166,0.05,144,190
254,188,0.1,126,186
255,219,0.15000000000000002,116,165
256,230,0.2,122,148
257,244,0.25,118,138
258,238,0.30000000000000004,91,171
259,266,0.35000000000000003,89,145
260,285,0.4,93,122
261,298,0.45,95,107
262,325,0.5,65,110
263,340,0.55,72,88
264,360,0.6000000000000001,53,87
265,376,0.65,52,72
266,385,0.7000000000000001,38,77
267,411,0.75,33,56
268,398,0.8,44,58
269,430,0.8500000000000001,25,45
270,437,0.9,22,41
271,456,0.9500000000000001,14,30
272,468,1.0,7,25
273,160,0.0,122,218
274,189,0.05,128,183
275,198,0.1,117,185
276,206,0.15000000000000002,122,172
277,251,0.2,102,147
278,225,0.25,112,163
279,263,0.30000000000000004,100,137
280,284,0.35000000000000003,84,132
